,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,age_bins
11852,Mar,4,Wednesday,Pontiac,Urban,Thursday,Apr,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11853,Mar,3,Wednesday,Accura,Rural,Wednesday,Mar,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,young
11854,May,1,Sunday,Pontiac,Rural,Monday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11855,Apr,5,Thursday,Toyota,Urban,Thursday,May,1,Female,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,young
11856,Apr,4,Saturday,Toyota,Urban,Monday,Apr,4,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,middle
11857,Apr,3,Friday,Chevrolet,Urban,Friday,Apr,3,Male,Married,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,young
11858,Jun,3,Friday,Mazda,Urban,Friday,Sep,1,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,middle
11859,Jun,2,Monday,Honda,Urban,Tuesday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11860,Jul,5,Sunday,Chevrolet,Urban,Monday,Aug,1,Male,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11861,Oct,3,Wednesday,Toyota,Urban,Wednesday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,old
11862,Oct,1,Sunday,Pontiac,Urban,Tuesday,Oct,1,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,0,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11863,Sep,2,Monday,Mazda,Urban,Monday,Sep,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11864,Oct,5,Monday,Pontiac,Urban,Monday,Nov,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11865,Mar,4,Friday,Toyota,Urban,Monday,Mar,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Collision,young
11866,Apr,1,Sunday,Mazda,Urban,Monday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,old
11867,Mar,4,Sunday,Toyota,Urban,Friday,Mar,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11868,May,3,Sunday,Chevrolet,Urban,Friday,May,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,1,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11869,Jun,3,Monday,Toyota,Urban,Tuesday,Jun,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,young
11870,Jun,1,Monday,Honda,Urban,Friday,Jun,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,1996,Collision,young
11871,Apr,4,Thursday,Toyota,Urban,Tuesday,May,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,middle
11872,Aug,4,Thursday,Pontiac,Urban,Monday,Aug,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,middle
11873,Oct,4,Friday,Chevrolet,Urban,Friday,Oct,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,700,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,young
11874,Jan,4,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,middle
11875,May,3,Monday,Pontiac,Rural,Wednesday,May,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,young
11876,May,2,Friday,Toyota,Urban,Tuesday,Jun,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,middle
11877,May,1,Thursday,Honda,Rural,Monday,May,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,2,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Collision,teens
11878,Jun,4,Sunday,Honda,Urban,Monday,Jun,4,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,4,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,teens
11879,Jun,1,Friday,Honda,Urban,Wednesday,Jun,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11880,Nov,2,Tuesday,Honda,Urban,Tuesday,Nov,3,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11881,Apr,4,Monday,Toyota,Urban,Monday,Apr,4,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11882,Jan,3,Saturday,Mazda,Urban,Tuesday,Jan,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,young
11883,Jan,3,Saturday,Pontiac,Urban,Monday,Jan,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,500,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,old
11884,May,2,Thursday,Honda,Urban,Thursday,May,2,Male,Single,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11885,Jun,4,Saturday,Toyota,Urban,Tuesday,Jun,4,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11886,Jun,3,Friday,Mazda,Urban,Friday,Jun,3,Male,Married,Third Party,Sport - Collision,Sport,more than 69000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,young
11887,Aug,3,Friday,Chevrolet,Urban,Tuesday,Sep,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,young
11888,Oct,5,Tuesday,Toyota,Urban,Tuesday,Oct,5,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,young
11889,Nov,4,Sunday,Pontiac,Urban,Friday,Dec,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,middle
11890,Nov,2,Tuesday,Mazda,Urban,Thursday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,3 to 4,1996,Liability,middle
11891,Apr,4,Wednesday,Toyota,Urban,Monday,May,2,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11892,Mar,3,Monday,Honda,Urban,Wednesday,Mar,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,old
11893,Jul,1,Tuesday,Honda,Urban,Tuesday,Jul,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11894,Jun,4,Thursday,Toyota,Urban,Thursday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,middle
11895,Sep,1,Tuesday,Chevrolet,Urban,Tuesday,Sep,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11896,Sep,1,Saturday,Pontiac,Urban,Thursday,Sep,2,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,middle
11897,Nov,3,Thursday,Chevrolet,Urban,Wednesday,Dec,4,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11898,Apr,5,Saturday,Pontiac,Urban,Thursday,May,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,young
11899,Apr,5,Saturday,Honda,Urban,Monday,Sep,3,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,middle
11900,Apr,5,Saturday,BMW,Urban,Tuesday,May,2,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,middle
11901,Apr,5,Saturday,Honda,Urban,Friday,May,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,young
11902,Sep,3,Tuesday,Pontiac,Urban,Friday,Oct,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,more than 7,36 to 40,Yes,No,External,3 to 5,no change,1 vehicle,1996,All Perils,young
11903,Sep,1,Monday,VW,Urban,Monday,Sep,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,young
11904,Dec,5,Thursday,Pontiac,Urban,Thursday,Dec,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,Internal,more than 5,no change,1 vehicle,1996,Liability,middle
11905,Mar,5,Thursday,Dodge,Urban,Monday,Apr,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,young
11906,Apr,1,Saturday,Honda,Urban,Thursday,Apr,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,teens
11907,Mar,3,Wednesday,Pontiac,Urban,Monday,Mar,4,Male,Married,Policy Holder,Utility - Liability,Utility,40000 to 59000,0,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,young
11908,Mar,1,Saturday,Honda,Urban,Monday,Mar,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,middle
11909,Apr,5,Sunday,Pontiac,Urban,Friday,May,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,middle
11910,Feb,3,Monday,Chevrolet,Urban,Monday,Feb,3,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,young
11911,Feb,3,Monday,Pontiac,Urban,Friday,Feb,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,3 to 5,no change,1 vehicle,1996,Liability,young
11912,Aug,2,Friday,Toyota,Urban,Tuesday,Sep,1,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11913,Sep,5,Saturday,Pontiac,Urban,Tuesday,Oct,1,Female,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11914,May,1,Monday,Honda,Urban,Tuesday,May,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11915,Feb,1,Friday,Pontiac,Urban,Monday,Feb,1,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,middle
11916,Feb,1,Saturday,Toyota,Urban,Tuesday,Feb,4,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,young
11917,Nov,3,Tuesday,Toyota,Urban,Thursday,Feb,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11918,May,1,Monday,Ford,Urban,Friday,May,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,middle
11919,Jul,2,Wednesday,Pontiac,Urban,Friday,Jul,3,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,middle
11920,Aug,1,Sunday,Honda,Rural,Friday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,teens
11921,Dec,5,Thursday,Accura,Rural,Wednesday,Feb,4,Male,Married,Third Party,Utility - All Perils,Utility,more than 69000,0,400,1,none,more than 30,1,5 years,41 to 50,No,No,External,none,1 year,1 vehicle,1996,All Perils,middle
11922,Jan,1,Monday,Toyota,Urban,Tuesday,Jan,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11923,Jan,1,Tuesday,Toyota,Urban,Tuesday,Jan,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,6 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,middle
11924,Jan,3,Tuesday,Pontiac,Urban,Monday,Jan,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,young
11925,Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,young
11926,May,2,Monday,Pontiac,Urban,Tuesday,May,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11927,May,2,Saturday,Pontiac,Urban,Tuesday,May,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,young
11928,Apr,3,Monday,VW,Rural,Tuesday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,middle
11929,Jan,2,Monday,Honda,Urban,Thursday,Jan,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,old
11930,Jan,2,Sunday,Honda,Urban,Monday,Jan,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11931,Jan,2,Monday,Pontiac,Urban,Monday,Jan,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,3 to 4,1996,All Perils,middle
11932,Dec,1,Tuesday,Toyota,Urban,Thursday,Dec,3,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11933,Aug,4,Thursday,Honda,Urban,Thursday,Aug,5,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,young
11934,Sep,1,Friday,Pontiac,Urban,Friday,Oct,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1996,Collision,young
11935,Oct,4,Monday,Ford,Urban,Tuesday,Oct,4,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,700,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,old
